,id,description,price,address,date added,agent
167,65715778,1 bedroom apartment for sale,99950,"Victoria Terrace, Hathersage Road, Manchester",24/04/2018," by Philip James Manchester, Sales"
166,60098263,3 bedroom terraced house for sale,99950,"Moston Lane, Moston, Manchester, M40",11/09/2018," by Ryder & Dutton, Chadderton"
165,53461623,2 bedroom maisonette for sale,99950,"Butterwick Close, Manchester, Greater Manchester, M12",16/03/2018," by Madina Property, Manchester"
164,61662652,2 bedroom terraced house for sale,99950,"Ashton Road West, Failsworth, Manchester",07/09/2017," by N P Estates, Manchester"
163,75020408,2 bedroom end of terrace house for sale,99950,"Dalton Street, Failsworth",17/08/2018," by Medlock Estates, Droylsden"
162,67039406,Studio flat for sale,99950,"Harwood Road, Heaton Mersey, Stockport, Greater Manchester, SK4",06/07/2018," by Tepilo Limited, UK"
161,71889947,2 bedroom terraced house for sale,99950,"Hardman Lane, Failsworth, Manchester, M35",," by Ryder & Dutton, Chadderton"
160,56393094,1 bedroom flat for sale,99950,"ONE BEDROOM APARTMENT FOR SALE The Pulse, Manchester Street, Manchester",08/10/2018," by The Manchester Estate Agent, Manchester"
159,56440710,1 bedroom apartment for sale,99995,"Luxury Manchester Apartments, Talbot Road, Manchester",07/03/2017, by RW Invest
158,75476324,1 bedroom apartment for sale,99995,"Off Plan Manchester Apartments, Chester Road, Manchester",08/09/2018, by RW Invest
157,74400032,Hotel room for sale,99995,"Manchester Hotel Room, Manchester, Greater Manchester, M40",06/07/2018, by Alesco Investment Properties
156,63593299,2 bedroom terraced house for sale,99995,"Canberra Street, Manchester",17/01/2018," by Beech Property, Droylsden"
281,71579054,2 bedroom flat for sale,100000,"103 Old Market Street, Manchester, M9",29/08/2018," by Purplebricks, covering Manchester"
282,56463774,1 bedroom apartment for sale,100000,"Hollywood, 5 Missouri Avenue",06/09/2018, by RW Invest
279,65395228,2 bedroom apartment for sale,100000,"Lowther Close, Prestwich, Manchester",23/10/2018," by Jonathan Dines and Co, Manchester"
283,56789118,1 bedroom flat for sale,100000,"Princess Road, Manchester",18/10/2018," by Edward Mellor Ltd, Withington"
280,56623317,3 bedroom semi-detached house for sale,100000,"John Heywood Street, Clayton, Manchester",15/09/2018," by Edward Mellor Ltd, Droylsden"
284,57383997,2 bedroom apartment for sale,100000,"Brookfield Gardens,  Manchester",19/10/2018," by Leaders Sales, Manchester "
155,75429575,1 bedroom apartment for sale,100000,"103-105 Monton Court, Manchester",03/10/2018," by Carr & Hume Estate Agents Limited, Swinton"
151,73675367,1 bedroom flat for sale,100000,"Ashburne House, Oxford Place, Manchester, Greater Manchester, M14",17/09/2018," by Bridgfords, Withington"
152,75603089,2 bedroom flat for sale,100000,"33 Duke Street, New Broughton, Salford",22/10/2018," by Jordan Fishwick, Manchester"
153,67290008,Studio apartment for sale,100000,"Clippers Quay, Salford Quays M50",24/04/2018," by Beyond Residential , Salford Quays"
154,75536312,3 bedroom terraced house for sale,100000,"Chinley Avenue, Moston, Manchester, M40",11/09/2018," by Ryder & Dutton, Chadderton"
150,56387898,1 bedroom flat for sale,100000,"Brandwood Avenue, Manchester, Greater Manchester, M21",03/09/2018," by Bridgfords, Chorlton"
278,65730686,2 bedroom flat for sale,102500,"Hall Lane, Manchester, M23 1WA",06/03/2017," by Hunters, Manchester"
277,56463777,1 bedroom apartment for sale,104000,"Hollywood, 5 Missouri Avenue",06/09/2018, by RW Invest
274,73547174,2 bedroom apartment for sale,104950,"Hessel Street, Salford",16/02/2018," by Stevenson Whyte, Manchester"
273,75415376,2 bedroom end of terrace house for sale,104950,"Albert Street West, Failsworth, Manchester",11/10/2018," by Medlock Estates, Failsworth"
276,67697713,2 bedroom terraced house for sale,104950,"Main Street, Failsworth, Manchester",26/09/2018," by N P Estates, Manchester"
275,75884300,3 bedroom town house for sale,104950,"Keston Avenue, Manchester, Greater Manchester, M9 7AQ",25/09/2018," by Aubrey Lee & Co, Blackley"
261,55740987,3 bedroom house for sale,105000,"Littleton Road, Salford",15/10/2018," by Greenco , Salford - Sales"
272,74800790,2 bedroom flat for sale,105000,"Camp Street, Salford, M7",02/08/2018," by Purplebricks, covering Manchester"
271,68091853,1 bedroom apartment for sale,105000,"Elmwood, Barton Road, Worsley, Manchester, M28 2PF",22/10/2018," by Hunters, Worsley"
270,56340870,3 bedroom terraced house for sale,105000,"Whiteway Street, Manchester, M9",19/06/2018," by Housesimple.com, Manchester"
269,55070106,3 bedroom semi-detached house for sale,105000,"Chestnut Avenue, Droylsden, Manchester",27/06/2018," by Saltsman & co, Droylsden"
268,57209400,2 bedroom flat for sale,105000,"St James Park, Salford",11/10/2018," by Ashworth Holme, Sale"
267,67073626,2 bedroom semi-detached house for sale,105000,"The Links, Manchester, Greater Manchester, M40 3NT",20/08/2018, by Springbok Properties
265,75415454,2 bedroom apartment for sale,105000,"Hyndman Court, Salford",09/10/2018," by Carr & Hume Estate Agents Limited, Swinton"
264,71816624,2 bedroom terraced house for sale,105000," Grasmere Street,  Manchester, M12",08/12/2017," by Easy Homes MCR, Manchester"
263,54675642,Studio flat for sale,105000,"X1 Town Hall, 2 Bexley Square, Salford, M3 6DD",04/07/2018," by yieldit, Manchester"
262,54773745,Studio flat for sale,105000,"X1 Town Hall, 2 Bexley Square, Salford,  M3 6DD",04/07/2018," by yieldit, Manchester"
260,75093887,1 bedroom flat for sale,105000,"Gail Avenue, Heaton Norris",21/08/2018," by Julian Wadden, The Heatons"
266,56944737,1 bedroom apartment for sale,105000,"Hathersage Road, Manchester",02/10/2018," by Nicholas Humphreys, Manchester"
259,56463780,1 bedroom apartment for sale,105950,"Hollywood, 5 Missouri Avenue",06/09/2018, by RW Invest
257,55775406,2 bedroom semi-detached house for sale,107000,"Darras Road, Manchester",31/07/2018," by Edward Mellor Ltd, Gorton"
258,67079302,3 bedroom terraced house for sale,107000,"Moston Lane, Moston, Manchester",16/10/2018," by Farrow & Farrow , Rossendale & Bacup"
256,76213631,1 bedroom apartment for sale,107250,"Hollywood, 5 Missouri Avenue",08/10/2018, by RW Invest
254,67438282,3 bedroom end of terrace house for sale,107500,"Miriam Street, Failsworth, Manchester, M35 0LA",17/10/2018," by Hunters, Oldham"
255,75269618,2 bedroom apartment for sale,107500,"73 Greenwood Road, Wythenshawe, M22 ",30/08/2018," by Thornley Groves, Sale"
253,56121693,Studio flat for sale,107950,"4 Clippers Quay, Salford",15/08/2018," by Leaders Sales, Manchester "
252,75209921,3 bedroom end of terrace house for sale,109000,"Highview Walk, Manchester, M9",28/08/2018," by Purplebricks, covering Manchester"
251,66268273,2 bedroom terraced house for sale,109000,"Kenyon Street, Manchester, Greater Manchester, M18",10/07/2018," by Tepilo Limited, UK"
250,67962019,2 bedroom terraced house for sale,109500,"Lyndhurst Road, Reddish, Stockport",12/10/2018," by Julian Wadden, REDDISH"
242,75399605,2 bedroom apartment for sale,109950,"Little Bolton Terrace, Salford",05/09/2018," by Stevenson Whyte, Manchester"
243,67163350,2 bedroom apartment for sale,109950,"Little Bolton Terrace, Salford, M5 5BD",18/10/2018," by C & R Properties Ltd, Manchester (City)"
244,74256941,1 bedroom apartment for sale,109950,"Christie Lane, Salford",01/07/2018," by Doorsteps.co.uk, National "
245,54379230,2 bedroom flat for sale,109950,"Brentwood Court, Prestwich, Prestwich Manchester",14/05/2018," by Herwald Sales & Lettings, Prestwich"
247,64702214,2 bedroom flat for sale,109950,"Ben Brierley Wharf, Manchester, Greater Manchester, M35",16/02/2017," by Sovereign Estates, Bolton"
248,71411468,2 bedroom terraced house for sale,109950,"Grasmere Street, Manchester, M12",10/02/2018," by Madina Property, Manchester"
249,76481807,3 bedroom end of terrace house for sale,109950,"Bosley Road, Stockport, SK3",18/10/2018," by Easy Property, Stockport"
246,63945517,2 bedroom terraced house for sale,109950,"Crantock Street, Manchester, M12",06/02/2018," by Madina Property, Manchester"
241,76015961,1 bedroom apartment for sale,109995,"Hollywood, Missouri Avenue",09/05/2018, by RW Invest
240,76567226,1 bedroom apartment for sale,109995,"Off Plan Manchester Apartments, Chester Road, Manchester",13/09/2017, by RW Invest
239,76213619,1 bedroom apartment for sale,109995,"Luxury Manchester Apartments, Talbot Road, Manchester",14/09/2017, by RW Invest
238,73167101,Studio flat for sale,109995,"Cornbrook Road, Manchester, Greater Manchester, M15",14/05/2018, by Royal Properties
237,66481339,2 bedroom semi-detached house for sale,109995,"Godfrey Avenue, Droylsden, Manchester",11/09/2018," by Edward Mellor Ltd, Droylsden"
394,54023094,1 bedroom flat for sale,110000,"Victoria Crescent, Ellesmere Park, Manchester",20/04/2018," by Home Estate Agents, Monton"
388,53240349,1 bedroom apartment for sale,110000,"Dunblane Avenue, Heaton Norris",03/05/2017," by Main & Main, Heald Green"
389,72227609,2 bedroom apartment for sale,110000,"Signal Drive, Manchester, Greater Manchester, M40",23/05/2018," by Genesis City Ltd, Manchester"
390,74864357,3 bedroom terraced house for sale,110000,"Dumbell Street, Manchester",06/08/2018," by Keenans Estate Agents, Swinton"
391,76414463,2 bedroom terraced house for sale,110000,"Wilton Street, Reddish",16/10/2018," by Philip James Kennedy, Sales"
393,57292728,2 bedroom flat for sale,110000,"Melmerby Court, Eccles New Road, Salford",15/10/2018," by Jordan Fishwick, Manchester"
395,57210798,2 bedroom end of terrace house for sale,110000,"Damien Street, Manchester",11/10/2018," by Edward Mellor Ltd, Levenshulme"
392,56812242,2 bedroom terraced house for sale,110000,"Chudleigh Road, , Manchester, M8",11/10/2018," by HomeXperts, Your Local Property Xpert"
230,67739236,3 bedroom town house for sale,110000,"Crowden Road, Manchester",28/09/2018," by Tom Clarke, Manchester"
236,63382501,2 bedroom flat for sale,110000,"Rackhouse Road, Manchester, M23",03/10/2018," by Reeds Rains , Sale"
235,76396487,2 bedroom apartment for sale,110000,"Apartment 32 3, Benchill Road, Manchester, M22",16/10/2018," by Rooftops, Sales, Letting & Management  , Hale"
234,64664608,2 bedroom flat for sale,110000,"Fairhope Court, 3 Fairhope Avenue, Salford, Lancashire, M6",26/03/2018," by abodeMove.com, Nationwide"
229,76665476,2 bedroom terraced house for sale,110000,"Pennington Street, Manchester",," by Peter Anthony, Manchester"
232,75476330,1 bedroom apartment for sale,110000,"Off Plan Manchester Apartments, Chester Road, Manchester",13/09/2017, by RW Invest
231,56680176,2 bedroom end of terrace house for sale,110000,"Gordon Street, Heaton Norris, Stockport, Cheshire, SK4",19/09/2018," by Bridgfords, Stockport"
233,66427330,3 bedroom terraced house for sale,110000,"Chapman Street, Gorton, Manchester, M18",16/07/2018," by Reeds Rains , Reddish "
387,56463786,1 bedroom apartment for sale,110500,"Hollywood, 5 Missouri Avenue",06/09/2018, by RW Invest
386,56654916,2 bedroom terraced house for sale,111950,"Agecroft Road, Manchester",," by Stevenson Whyte, Manchester"
385,52997898,2 bedroom semi-detached house for sale,112000,"Gordon Street, Heaton Norris, Stockport, SK4",07/03/2018," by Lancashire Properties, Manchester"
384,57213237,1 bedroom apartment for sale,112500,"Victoria Mill, Houldsworth Street, Reddish Stockport",14/09/2018," by Philip James Kennedy, Sales"
383,57331296,2 bedroom semi-detached house for sale,112500,"Colclough Close, Manchester",16/10/2018," by Cousins Homes Ltd, Failsworth"
382,75691610,2 bedroom semi-detached house for sale,112500,"Clough Road, Droylsden",04/04/2018," by Beech Property, Droylsden"
381,71524451,1 bedroom apartment for sale,112500,"Stockport Road, Grove Village, Mancheser",18/09/2018," by homes4u, Manchester City Centre"
372,67781416,3 bedroom town house for sale,114950,"Swift Walk, Manchester",01/10/2018," by N P Estates, Manchester"
375,56520942,2 bedroom terraced house for sale,114950,"Moorside Street, Droylsden",10/09/2018," by Saltsman & co, Droylsden"
373,76168658,2 bedroom town house for sale,114950,"Wellington Street, Failsworth, Manchester",06/10/2018," by Medlock Estates, Failsworth"
374,75722159,3 bedroom terraced house for sale,114950,"Ashton Road West, Failsworth, Manchester",19/09/2018," by Medlock Estates, Failsworth"
376,55459113,1 bedroom flat for sale,114950,"Victoria Terrace, Victoria Park, Manchester, M13 ",16/07/2018," by JP & Brimelow , Withington"
378,57173877,3 bedroom terraced house for sale,114950,"Romney Way, Brinnington, Stockport",10/10/2018," by Edward Mellor Ltd, Woodley"
379,70115315,1 bedroom flat for sale,114950,"Steele House, Salford, Manchester",17/08/2018," by Belvoir, Manchester Central"
380,54633051,2 bedroom terraced house for sale,114950,"Moorside Street, Droylsden",29/05/2018," by Saltsman & co, Droylsden"
377,76075757,1 bedroom semi-detached bungalow for sale,114950,"Wesley Street, Failsworth, Manchester",03/10/2018," by N P Estates, Manchester"
371,52437021,2 bedroom apartment for sale,114995,"Church Mews, Devonshire Place, Prestwich",29/05/2018," by Simply Residential & Simply Commercial, Bolton"
370,66571780,Studio flat for sale,114995,"Media City, Michigan Avenue, Salford Quays, Salford",22/07/2018," by Open House Estate Agents , Nationwide"
369,53516403,1 bedroom apartment for sale,114995,"Quay 5, Ordsall Lane, Salford",03/07/2018," by Simply Residential & Simply Commercial, Bolton"
368,67467451,3 bedroom semi-detached house for sale,114995,"Minton Street, Manchester",17/10/2018," by Tom Clarke, Manchester"
353,63979474,2 bedroom apartment for sale,115000,"Pilgrims Way, Salford, M50",13/10/2017," by The Estate Agent Manchester, Manchester"
352,74693906,2 bedroom apartment for sale,115000,"Altrincham Road, Manchester, Greater Manchester, M23",30/07/2018," by Roger Dean, Timperley"
351,54296487,2 bedroom terraced house for sale,115000,"Reading Close, Openshaw, Manchester",29/09/2018," by Edward Mellor Ltd, Droylsden"
349,76593137,1 bedroom apartment for sale,115000,"401 Ashton Old Road, Manchester, M11",23/10/2018," by Purplebricks, covering Manchester"
345,57180003,3 bedroom terraced house for sale,115000,"100 Church Lane, Manchester, Greater Manchester, M9 4NH",10/10/2018," by Aubrey Lee & Co, Blackley"
347,65906440,1 bedroom terraced house for sale,115000,"Ashton New Road, Clayton, Manchester, Greater Manchester, M11",16/10/2018," by Bridgfords, Denton"
346,74926760,2 bedroom apartment for sale,115000,"Oakcliffe Road, Baguley, M23 ",10/08/2018," by Thornley Groves, Sale"
344,61403758,2 bedroom terraced house for sale,115000,"Broomhall Road, Blackley, MANCHESTER",21/08/2017," by Henstock Property Services, Middleton"
354,52591431,2 bedroom flat for sale,115000,"Houldsworth Mill, Reddish, Stockport",23/01/2018," by Julian Wadden, REDDISH"
348,57143400,1 bedroom apartment for sale,115000,"Victoria Mill, Houldsworth Street, Reddish",09/10/2018," by Philip James Kennedy, Sales"
355,56339838,1 bedroom apartment for sale,115000,"Houldsworth Street, Reddish, Stockport, Cheshire",18/09/2018," by Philip James Kennedy, Sales"
343,56712717,2 bedroom terraced house for sale,115000,"Carlton Street, Manchester, M14",20/09/2018," by HomeXperts, Your Local Property Xpert"
357,56637744,2 bedroom flat for sale,115000,"Ladywell Point, Pilgrims Way, Salford",17/09/2018," by Jordan Fishwick, Manchester"
358,56768721,Studio flat for sale,115000,"Abito, Clippers Quay, Salford",25/09/2018," by Philip James Manchester, Sales"
359,74464145,1 bedroom apartment for sale,115000,"Schuster Road, Manchester, M14",10/07/2018," by Lawrence Copeland  (Town & City Centre), Manchester"
360,73785713,2 bedroom apartment for sale,115000,"Giants Seat Grove, Manchester",19/10/2018," by Keenans Estate Agents, Swinton"
361,76284278,2 bedroom flat for sale,115000,"Hall Lane, Manchester, Greater Manchester, M23",11/10/2018," by Bridgfords, Sale"
362,57519483,2 bedroom flat for sale,115000,"Pinhigh Place, Salford, Greater Manchester, M6",," by Bridgfords, Swinton"
363,54023151,Studio flat for sale,115000,"Victoria Crescent, Ellesmere Park, Manchester",20/04/2018," by Home Estate Agents, Monton"
364,67781683,2 bedroom terraced house for sale,115000,"Milkwood Grove, Gorton, Manchester, M18",01/10/2018," by Reeds Rains , Reddish "
